InstructorID,FirstName,LastName,Department,Rank,Email
I8267,معن,آل سلطان,كلية الهندسة,أستاذ مساعد,obn-ldn@example.com
I8268,رشدي,الدباغ,كلية الهندسة,أستاذ,hsnyn88@example.com
I8269,مَجدي,المشاولة,كلية الزراعة,أستاذ مساعد,rj31@example.com
I8270,سموح,آل علي,كلية الزراعة,أستاذ مساعد,mkrwmllyn@example.net
I8271,جالا,مهنا,كلية الزراعة,أستاذ مساعد,llmshwl@example.net
I8272,حليم,حجار,كلية الزراعة,أستاذ,lhkyrjmyl@example.net
I8273,معتوق,مهنا,كلية الهندسة,أستاذ مساعد,ryflmhn@example.org
I8274,عبد الملك,آل محمد بن علي بن جماز,كلية الصيدلة,أستاذ,srm90@example.org
I8275,منيب,مهنا,كلية الزراعة,محاضر,fsyldysm@example.net
I8276,مادلين,آل عطفة,كلية الهندسة,أستاذ مساعد,wjyh26@example.org
I8277,فدائي,مهنا,كلية التربية,أستاذ,jhrmhn@example.net
I8278,هلال,آل عايض,كلية الصيدلة,أستاذ مساعد,thyr98@example.net
I8279,يعرب,آل خضير,كلية الهندسة,أستاذ مساعد,sfyn07@example.org
I8280,ديمه,المهيدب,كلية الصيدلة,أستاذ مساعد,sb66@example.net
I8281,حسين,آل عواض,كلية الزراعة,أستاذ مساعد,knwtwlyn@example.com
I8282,ميلاء,آل جعفر,كلية الصيدلة,محاضر,jwryw31@example.net
I8283,سالم,أبو داوود,كلية الصيدلة,أستاذ مساعد,bdllhal-mqt@example.net
I8284,غازي,العليان,كلية التربية,محاضر,shkrldbg@example.org
I8285,يعرب,شربتلي,كلية الزراعة,محاضر,tryfal-wd@example.com
I8286,سعد,مهنا,كلية الزراعة,محاضر,al-tfjryr@example.com
I8287,مرتجي,آل الشيخ,كلية الزراعة,محاضر,tj-ldwyn12@example.com
I8288,ليث,آل العسكري,كلية الزراعة,محاضر,ldbgsmyr@example.net
I8289,طموح,آل خضير,كلية الزراعة,محاضر,gnmlrshd@example.com
I8290,ساجد,آل سعود,كلية الصيدلة,محاضر,slh72@example.org
I8291,نجوان,آل جعفر,كلية التربية,محاضر,bd-lzyz99@example.com
I8292,يمام,حنبولي,كلية الزراعة,أستاذ,mrshdlshy@example.com
I8293,معمّر,بن لادن,كلية الصيدلة,محاضر,rwybw-dwwd@example.net
I8294,نزار,الحجار,كلية الصيدلة,أستاذ مساعد,jml-ldwynb-lkhyl@example.com
I8295,طلعت,الحكير,كلية الزراعة,أستاذ مساعد,rdy09@example.org
I8296,مؤنس,حجار,كلية الصيدلة,أستاذ,knwbd-lgny@example.net
I8297,كافور,المغاولة,كلية الصيدلة,أستاذ,hl85@example.org
I8298,شادي,آل سلطان,كلية الصيدلة,أستاذ,dy00@example.net
I8299,مشرف,شربتلي,كلية الهندسة,محاضر,mhfwz58@example.net
I8300,تقيّ الدّين,آل عايض,كلية الزراعة,محاضر,smhn@example.net
I8301,نادر,الحكير,كلية الهندسة,أستاذ,nbyl32@example.com
I8302,كايد,المهنا,كلية الصيدلة,محاضر,mshryhnbwly@example.org
I8303,محفوظ,المغاولة,كلية الزراعة,محاضر,blqysal-hsyn@example.com
I8304,توفيق,حنبولي,كلية الزراعة,أستاذ مساعد,nhyd22@example.com
I8305,كبير,الجفالي,كلية التربية,أستاذ,qal-qsyr@example.net
I8306,فادي,العليان,كلية الهندسة,محاضر,nswh63@example.com
I8307,محسن,آل عايض,كلية الصيدلة,أستاذ مساعد,ysral-swd@example.net
I8308,قحطان,شربتلي,كلية الصيدلة,أستاذ,zljln@example.net
I8309,مُتيّم,آل بن ظافر,كلية الزراعة,محاضر,tjal-bn-zfr@example.net
I8310,معارف,شربتلي,كلية الهندسة,أستاذ,mhmwdldbg@example.org
I8311,سلطان,العقيل,كلية الهندسة,أستاذ مساعد,al-tfnjyb@example.org
I8312,مُتعب,حجار,كلية التربية,محاضر,shbyb94@example.net
I8313,شدّاد,شربتلي,كلية الزراعة,محاضر,llynbd-lhlym@example.net
I8314,رئيس,المشاولة,كلية الصيدلة,أستاذ,th89@example.org
I8315,حسنين,آل رفيع,كلية الصيدلة,محاضر,rljfly@example.com
I8316,يمام,كانو,كلية الزراعة,أستاذ مساعد,al-tfbd-ljlyl@example.com
I8317,صبحي,آل جعفر,كلية الزراعة,محاضر,sal-hsyn@example.net
I8318,عبد القهّار,العليان,كلية الهندسة,أستاذ,knwnym@example.org
I8319,نبراس,آل محمد بن علي بن جماز,كلية الزراعة,أستاذ مساعد,srm50@example.org
I8320,لاما,حنبولي,كلية الزراعة,أستاذ,cmhn@example.net
I8321,معزّ,آل الشيخ,كلية الصيدلة,أستاذ,lhfnlhjr@example.org
I8322,نوّاف,الدباغ,كلية التربية,محاضر,bshrlhkyr@example.com
I8323,طيّب,أبا الخيل,كلية الصيدلة,أستاذ مساعد,mntsr48@example.net
I8324,ميمون,آل سعود,كلية التربية,أستاذ,myswnknw@example.com
I8325,ياسر,حنبولي,كلية الهندسة,أستاذ مساعد,ftyn61@example.org
I8326,مُسعف,العقيل,كلية الصيدلة,أستاذ مساعد,wjdyb-lkhyl@example.net
I8327,عبد المجيد,العليان,كلية الصيدلة,محاضر,bd-lgny54@example.net
I8328,فاضل,آل عواض,كلية الزراعة,محاضر,bn-ldnmlk@example.org
I8329,فخري,مهنا,كلية التربية,أستاذ,b-lkhyldy-ldwyn@example.com
I8330,نعمان,آل سلطان,كلية التربية,أستاذ,zzfsyl@example.org
I8331,عامر,شربتلي,كلية الزراعة,أستاذ,fkryal-hsyn@example.com
I8332,غوى,الجابر,كلية الصيدلة,محاضر,slymnljfly@example.com
I8333,كبير,آل مقطة,كلية التربية,محاضر,b-lkhyllym@example.net
I8334,ياقوت,العجلان,كلية الزراعة,محاضر,srral-tf@example.com
I8335,شامخ,حجار,كلية الزراعة,أستاذ,zkhr69@example.net
I8336,قدري,حجار,كلية الصيدلة,أستاذ,masd48@example.org
I8337,منتصر,آل عواض,كلية الزراعة,محاضر,shhyr72@example.net
I8338,فرات,آل عطفة,كلية التربية,أستاذ مساعد,b81@example.com
I8339,عفيف,آل حسين,كلية الصيدلة,محاضر,blndknw@example.org
I8340,ليث,العقيل,كلية الزراعة,أستاذ مساعد,al-lskrymzhr@example.org
I8341,عبد الحيّ,الخرافي,كلية الصيدلة,أستاذ مساعد,al-swdwryd@example.org
I8342,عمران,المشاولة,كلية الصيدلة,محاضر,fth66@example.com
I8343,جهاد,آل عواض,كلية الصيدلة,أستاذ,cal-yd@example.org
I8344,نادر,آل رفيع,كلية الزراعة,محاضر,jwnljbr@example.net
I8345,حقّي,آل علي,كلية التربية,محاضر,al-mydndl@example.com
I8346,عربي,آل قصير,كلية الصيدلة,أستاذ,lqylglb@example.com
I8347,محمود,حجار,كلية التربية,أستاذ,lym86@example.com
I8348,داني,المهنا,كلية التربية,أستاذ مساعد,fdyyal-jfr@example.net
I8349,نوف,حجار,كلية الصيدلة,أستاذ,mrwlhkyr@example.org
I8350,ناديه,آل عواض,كلية الزراعة,محاضر,twlynal-lshykh@example.net
I8351,سامر,آل محمد بن علي بن جماز,كلية الصيدلة,أستاذ,mhrnal-hsyn@example.org
I8352,لمّاح,آل بن ظافر,كلية الزراعة,أستاذ,bylsn26@example.com
I8353,ميرال,الدباغ,كلية الهندسة,أستاذ مساعد,bd-lmhyy48@example.net
I8354,لؤي,فصيل,كلية الزراعة,أستاذ مساعد,lhjrhythm@example.org
I8355,سفير,آل سعود,كلية الصيدلة,محاضر,lmhydbjrwh@example.com
I8356,جرّاح,العليان,كلية الصيدلة,محاضر,wlyflmshwl@example.net
I8357,ساجد,الحكير,كلية الصيدلة,أستاذ مساعد,ljflyrj@example.org
I8358,صقر,الحجار,كلية التربية,محاضر,shhb57@example.org
I8359,نافذ,فصيل,كلية الهندسة,أستاذ مساعد,bdllhal-lskry@example.com
I8360,ابتكار,شربتلي,كلية الهندسة,أستاذ مساعد,hjrbdrldwj@example.org
I8361,فائق,حجار,كلية الصيدلة,أستاذ,fal-lskry@example.net
I8362,خيري,المهيدب,كلية الصيدلة,أستاذ,lq02@example.com
I8363,جوليا,المغاولة,كلية الزراعة,محاضر,mmwral-wd@example.net
I8364,هايل,مهنا,كلية الزراعة,محاضر,rnylmgwl@example.com
I8365,غانم,حجار,كلية الهندسة,أستاذ,qys69@example.com
I8366,زكي,الدباغ,كلية الهندسة,أستاذ,dlylknw@example.com
I8367,رواء,بن لادن,كلية التربية,محاضر,syd44@example.org
I8368,صارم,آل خضير,كلية الهندسة,محاضر,al-tfdn@example.com
I8369,ميثاق,آل محمد بن علي بن جماز,كلية الصيدلة,أستاذ مساعد,al-qsyrysr@example.net
I8370,ريناد,آل رفيع,كلية الزراعة,محاضر,khld23@example.net
I8371,جاسم,آل عطفة,كلية الهندسة,أستاذ,dyyy07@example.org
I8372,افتكار,آل مقطة,كلية الهندسة,محاضر,tmd57@example.org
I8373,جسور,آل بن ظافر,كلية الصيدلة,أستاذ مساعد,nmlmhn@example.com
I8374,لتين,العجلان,كلية التربية,أستاذ,lshyd@example.com
I8375,سعيد,أبا الخيل,كلية الصيدلة,أستاذ مساعد,rsm03@example.com
I8376,عمّار,العقيل,كلية الصيدلة,أستاذ,hmydshrbtly@example.com
I8377,طلال,المهنا,كلية الزراعة,أستاذ,al-rfykml@example.com
I8378,جوين,آل علي,كلية الزراعة,أستاذ مساعد,nbhn82@example.net
I8379,ابتكار,آل عطفة,كلية الهندسة,أستاذ مساعد,wal-mqt@example.org
I8380,حنبل,بقشان,كلية التربية,محاضر,gswn46@example.com
I8381,شفيع,حجار,كلية الزراعة,أستاذ,ljflyshbly@example.net
I8382,راني,آل علي,كلية الصيدلة,محاضر,dlkhrfy@example.com
I8383,مُرسي,شربتلي,كلية الهندسة,أستاذ,qbsal-khdyr@example.com
I8384,ضاحي,الدباغ,كلية الزراعة,أستاذ مساعد,qal-bn-lfy@example.com
I8385,واصل,حنبولي,كلية التربية,محاضر,snmllyn@example.com
I8386,نافذ,العجلان,كلية الزراعة,أستاذ,lwral-hsyn@example.com
I8387,نيازي,المشاولة,كلية الزراعة,محاضر,lshyfrs@example.net
I8388,نبيل,بن لادن,كلية الزراعة,أستاذ,tmmllyn@example.org
I8389,عبد التّواب,الدباغ,كلية الصيدلة,أستاذ مساعد,bqshnmhyb@example.net
I8390,مكرّم,العجلان,كلية الزراعة,أستاذ مساعد,jd46@example.net
I8391,لتين,المهنا,كلية الصيدلة,أستاذ,qlhjr@example.org
I8392,قصي,الجابر,كلية الهندسة,أستاذ,wjdy30@example.com
I8393,طيّع,العقيل,كلية الهندسة,أستاذ مساعد,oal-khdyr@example.com
I8394,روفيدا,آل عطفة,كلية الزراعة,محاضر,flh31@example.org
I8395,راغب,الحكير,كلية الصيدلة,محاضر,kmlllyn@example.org
I8396,جلال,مهنا,كلية الصيدلة,محاضر,dhkyal-hsyn@example.com
I8397,ثائر,آل محمد بن علي بن جماز,كلية الهندسة,محاضر,tqy52@example.org
I8398,محمود,آل مقطة,كلية الزراعة,أستاذ,fthldbg@example.org
I8399,قاسم,حنبولي,كلية الزراعة,أستاذ,al-jfrnjwn@example.com
I8400,مازن,المهيدب,كلية الزراعة,أستاذ مساعد,lmhydbglb@example.net
I8401,واصل,فصيل,كلية الهندسة,أستاذ مساعد,thqyf57@example.org
I8402,ناصيف,الشايع,كلية الصيدلة,أستاذ,slh-ldwyn28@example.net
I8403,حبّاب,آل بن ظافر,كلية التربية,أستاذ,yzydljfly@example.com
I8404,ممدوح,الجابر,كلية الصيدلة,أستاذ مساعد,mzhr72@example.net
I8405,رشاد,المهيدب,كلية الصيدلة,محاضر,llynnjwn@example.com
I8406,واثق,العجلان,كلية الصيدلة,محاضر,al-jfrkml@example.net
I8407,أسيل,آل خضير,كلية الهندسة,أستاذ مساعد,hjrmyr@example.com
I8408,بهاء,العقيل,كلية الهندسة,أستاذ مساعد,lrshdl-ldwyn@example.net
I8409,وجيه,آل سعود,كلية الصيدلة,محاضر,lkhrfymrtqy@example.net
I8410,وفائي,كانو,كلية الزراعة,أستاذ مساعد,rsmy03@example.com
I8411,مشرف,آل سعود,كلية الزراعة,محاضر,xljln@example.org
I8412,هيا,الجابر,كلية الصيدلة,أستاذ,lm80@example.com
I8413,عطاء,كانو,كلية الصيدلة,محاضر,lqylknn@example.org
I8414,تحسين,العجلان,كلية الزراعة,أستاذ مساعد,tmym99@example.com
I8415,عاقل,مهنا,كلية الهندسة,أستاذ,llkhrfy@example.net
I8416,أفنان,أبا الخيل,كلية الصيدلة,أستاذ مساعد,rzynljfly@example.net
I8417,صنديد,آل صفوان,كلية الصيدلة,أستاذ,bn-ldndhy@example.net
I8418,علوان,آل سلطان,كلية التربية,محاضر,lmal-tf@example.net
I8419,ضيائي,العجلان,كلية التربية,أستاذ مساعد,flmhydb@example.net
I8420,جمال,آل محمد بن علي بن جماز,كلية الصيدلة,محاضر,sndyd65@example.org
I8421,مصعب,أبو داوود,كلية الزراعة,محاضر,kal-sltn@example.net
I8422,سلمان,الحجار,كلية الزراعة,أستاذ,khlyfljln@example.org
I8423,ياسر,آل حسين,كلية الصيدلة,محاضر,knwzbyr@example.net
I8424,إخلاص,حجار,كلية الزراعة,أستاذ,bn-ldnfkhry@example.org
I8425,لقمان,أبا الخيل,كلية الصيدلة,أستاذ,gmdal-qsyr@example.org
I8426,رشاد,آل عايض,كلية الصيدلة,أستاذ,hal-bn-zfr@example.com
I8427,نشوان,المشاولة,كلية الصيدلة,محاضر,lkhrfyktwm@example.com
I8428,جلاء,آل جعفر,كلية الصيدلة,أستاذ مساعد,bn-ldnnsr-ldwyn@example.com
I8429,سالم,الجفالي,كلية الهندسة,أستاذ مساعد,mrn12@example.org
I8430,هاشم,آل حسين,كلية الهندسة,أستاذ مساعد,slmhn@example.org
I8431,ترف,آل علي,كلية التربية,أستاذ مساعد,ljflyfyd@example.net
I8432,علاء الدّين,الجابر,كلية الهندسة,محاضر,fkhr02@example.com
I8433,فؤاد,أبا الخيل,كلية الصيدلة,أستاذ,knwlm@example.org
I8434,سائد,العليان,كلية الزراعة,أستاذ,al-khdyrslh@example.com
I8435,طائل,آل حسين,كلية الزراعة,محاضر,al-bn-zfrthsyn@example.com
I8436,وصفي,بن لادن,كلية الزراعة,محاضر,al-qsyrhmwd@example.net
I8437,يسرى,آل مقطة,كلية الصيدلة,أستاذ مساعد,ilrshd@example.net
I8438,فداء,آل سعود,كلية التربية,أستاذ,llynshryf@example.org
I8439,بتول,الحجار,كلية التربية,أستاذ مساعد,mhyb42@example.org
I8440,عبّاس,آل سلطان,كلية التربية,محاضر,rny82@example.net
I8441,غالي,آل عواض,كلية الزراعة,محاضر,tlal-lshykh@example.net
I8442,شهب,بقشان,كلية الزراعة,محاضر,ysmynal-qsyr@example.net
I8443,ساطع,الجفالي,كلية الصيدلة,أستاذ,fwwzal-lskry@example.net
I8444,طارق,آل عايض,كلية الصيدلة,أستاذ مساعد,blsm21@example.org
I8445,لهفان,العجلان,كلية الصيدلة,أستاذ,mshfq55@example.com
I8446,عذب,كانو,كلية الزراعة,محاضر,aal-mqt@example.org
I8447,جميلة,مهنا,كلية الصيدلة,محاضر,bd-lgfwr81@example.org
I8448,يعقوب,بقشان,كلية الهندسة,أستاذ,fsylysr@example.org
I8449,قطب,الجابر,كلية التربية,أستاذ,lmhnlwryn@example.org
I8450,عبد العزيز,آل الشيخ,كلية الصيدلة,أستاذ مساعد,tyf26@example.com
I8451,رامز,حجار,كلية الزراعة,محاضر,rjyybn-ldn@example.com
I8452,نذير,العجلان,كلية الزراعة,محاضر,mzn91@example.net
I8453,مصباح,آل سعود,كلية الصيدلة,أستاذ,qys23@example.com
I8454,مُصلح,آل حسين,كلية الصيدلة,محاضر,ylhjr@example.org
I8455,تاليا,المغاولة,كلية الزراعة,محاضر,bal-rfy@example.com
I8456,زهران,آل بن لافي,كلية التربية,أستاذ,fr60@example.net
I8457,رحيب,آل العسكري,كلية الزراعة,محاضر,ab-lkhyl@example.net
I8458,خيري,الشايع,كلية الصيدلة,محاضر,lal-khdyr@example.com
I8459,قنوع,آل سعود,كلية الزراعة,أستاذ,mhdylshy@example.net
I8460,ابتسام,الجفالي,كلية الصيدلة,محاضر,knwrfn@example.com
I8461,حياة,أبو داوود,كلية الهندسة,أستاذ مساعد,yrlkhrfy@example.org
I8462,عصام,العجلان,كلية التربية,أستاذ مساعد,kfwr16@example.net
I8463,عبد الرّزاق,الجفالي,كلية الصيدلة,أستاذ,hlm16@example.net
I8464,عاقل,الشايع,كلية الزراعة,أستاذ,zw-ldwynlmhydb@example.com
I8465,سفيان,آل حسين,كلية الزراعة,أستاذ,wsllhkyr@example.com
I8466,ريّان,أبو داوود,كلية الصيدلة,أستاذ,qylljln@example.org
I8467,مسرور,آل سعود,كلية الصيدلة,محاضر,dwwbbw-dwwd@example.org
I8468,عبدالله,آل سعود,كلية الزراعة,محاضر,mjdlrshd@example.org
I8469,منيب,آل بن ظافر,كلية الزراعة,أستاذ مساعد,sdh50@example.com
I8470,عزيز,أبا الخيل,كلية الزراعة,أستاذ مساعد,hsnyllyn@example.com
I8471,لتين,المغاولة,كلية الصيدلة,أستاذ,lwn13@example.net
I8472,بدرالدّجى,آل محمد بن علي بن جماز,كلية الزراعة,أستاذ مساعد,eal-qsyr@example.net
I8473,مرتضي,آل معيض,كلية التربية,محاضر,bd-lbryal-bn-zfr@example.net
I8474,سعدون,كانو,كلية الصيدلة,أستاذ,elhjr@example.net
I8475,جنى,العجلان,كلية الصيدلة,محاضر,mmwrlmshwl@example.com
I8476,روعة,أبو داوود,كلية التربية,محاضر,sdqlhkyr@example.org
I8477,ظاعن,المغاولة,كلية الهندسة,محاضر,fr40@example.org
I8478,نصر الدّين,الحجار,كلية الزراعة,أستاذ مساعد,sal-lskry@example.net
I8479,ضياء الدّين,كانو,كلية الصيدلة,أستاذ,skhrljfly@example.com
I8480,وسيل,المهيدب,كلية الهندسة,محاضر,mbw-dwwd@example.com
I8481,لينا,الدباغ,كلية التربية,أستاذ,lshydny@example.com
I8482,جلال,الحجار,كلية الهندسة,أستاذ,knwmjhd@example.net
I8483,حلا,آل مقطة,كلية التربية,أستاذ مساعد,smhn@example.com
I8484,عدوي,المهيدب,كلية التربية,محاضر,khtr75@example.com
I8485,علوان,المهنا,كلية التربية,محاضر,fshrbtly@example.com
I8486,نبيل,الشايع,كلية الزراعة,أستاذ مساعد,rknw@example.com
I8487,معين,آل عايض,كلية الزراعة,أستاذ مساعد,wjyh87@example.org
I8488,عبد القادر,الجفالي,كلية الهندسة,أستاذ,bdlrwhmnlkhrfy@example.net
I8489,زاكي,آل جعفر,كلية الصيدلة,محاضر,glyal-mqt@example.net
I8490,عبد الرّزاق,المهيدب,كلية الزراعة,أستاذ مساعد,myb-lkhyl@example.net
I8491,زغلول,العجلان,كلية الصيدلة,محاضر,bdllh44@example.net
I8492,جوانا,الخرافي,كلية الصيدلة,أستاذ مساعد,shlnal-qsyr@example.org
I8493,كبير,الحجار,كلية الصيدلة,أستاذ مساعد,al-wdhywn@example.net
I8494,رزين,الجفالي,كلية الصيدلة,محاضر,bbn-ldn@example.org
I8495,فيصل,المشاولة,كلية الزراعة,أستاذ,cal-ly@example.org
I8496,ذيب,آل مقطة,كلية الزراعة,أستاذ مساعد,lmgwlshyb@example.com
I8497,نمر,الجفالي,كلية الصيدلة,أستاذ,al-ydzky@example.org
I8498,منصور,حنبولي,كلية الزراعة,أستاذ مساعد,rynd74@example.net
I8499,ناضر,آل سعود,كلية الصيدلة,أستاذ مساعد,mhnrytj@example.net
I8500,يعرب,آل محمد بن علي بن جماز,كلية الزراعة,أستاذ,al-lskrynhd@example.org
I8501,حيدر,مهنا,كلية الصيدلة,أستاذ,hndyljfly@example.org
I8502,بدرالدّجى,المهيدب,كلية التربية,محاضر,tal-myd@example.net
I8503,معتوق,آل سعود,كلية الزراعة,أستاذ,al-rfyt@example.net
I8504,زيد,فصيل,كلية الزراعة,أستاذ مساعد,bd-lbqy34@example.org
I8505,حسن,الشايع,كلية الصيدلة,أستاذ مساعد,fhd11@example.net
I8506,سعدي,أبو داوود,كلية الهندسة,أستاذ,lwmal-mqt@example.net
I8507,لطفي,آل معيض,كلية الصيدلة,أستاذ مساعد,bn-ldnnyzy@example.net
I8508,حارث,المشاولة,كلية الصيدلة,أستاذ,bw-dwwdbd-lwhd@example.com
I8509,لورين,الحجار,كلية التربية,محاضر,bd-lmlkal-myd@example.com
I8510,رزين,الدباغ,كلية الزراعة,أستاذ مساعد,khyrylmhn@example.com
I8511,مرعي,المغاولة,كلية الهندسة,محاضر,al-swdlfyf@example.com
I8512,مشرف,آل محمد بن علي بن جماز,كلية التربية,أستاذ,njdt77@example.org
I8513,صائب,الجابر,كلية الزراعة,أستاذ,al-lshykhmukhymr@example.org
I8514,عمّار,آل عطفة,كلية الصيدلة,أستاذ,bn-ldnyqwb@example.net
I8515,مادلين,الحكير,كلية التربية,أستاذ,al-sltnhsyb@example.net
I8516,عبد الباري,حجار,كلية الزراعة,محاضر,lrshdtkf@example.net
I8517,قدري,العقيل,كلية الزراعة,محاضر,mshrq48@example.org
I8518,عالية,شربتلي,كلية الهندسة,أستاذ مساعد,ryd63@example.com
I8519,سراج,آل مقطة,كلية الصيدلة,محاضر,shr62@example.net
I8520,ريّان,آل صفوان,كلية الصيدلة,محاضر,sdq30@example.com
I8521,راجي,الخرافي,كلية الهندسة,محاضر,wthwbknw@example.net
I8522,نوال,آل الشيخ,كلية الصيدلة,محاضر,al-sfwnrjb@example.com
I8523,تولين,الخرافي,كلية التربية,أستاذ مساعد,slsbyllmgwl@example.net
I8524,سعيد,آل خضير,كلية الزراعة,أستاذ مساعد,wsfljfly@example.net
I8525,حياة,حجار,كلية الصيدلة,أستاذ,nmrbn-ldn@example.net
I8526,ساطع,آل عايض,كلية التربية,أستاذ,al-bn-zfrsfyr@example.org
I8527,رازي,آل بن لافي,كلية الزراعة,محاضر,lhkyrmwns@example.org
I8528,زاهي,آل معيض,كلية التربية,محاضر,mrdylmgwl@example.org
I8529,بيلسان,شربتلي,كلية التربية,محاضر,lmhnkhyry@example.net
I8530,وصفي,الدباغ,كلية الصيدلة,محاضر,al-jfrjn@example.net
I8531,مُتعب,أبا الخيل,كلية التربية,محاضر,st19@example.net
I8532,مصباح,أبو داوود,كلية الزراعة,أستاذ,kshrbtly@example.org
I8533,سامر,أبا الخيل,كلية الصيدلة,أستاذ مساعد,mmtz28@example.com
I8534,صالح,آل مقطة,كلية الزراعة,أستاذ مساعد,olmshwl@example.net
I8535,ريناد,آل سعود,كلية الزراعة,محاضر,rb37@example.org
I8536,سعود,مهنا,كلية التربية,أستاذ,shrbtlykhlf@example.net
I8537,زهدي,بقشان,كلية الزراعة,أستاذ,gydlhkyr@example.net
I8538,تمام,آل رفيع,كلية الصيدلة,محاضر,thyr69@example.com
I8539,عبد الغفور,بن لادن,كلية الصيدلة,محاضر,skhr70@example.org
I8540,عاكف,المشاولة,كلية الصيدلة,محاضر,bthj82@example.org
I8541,رجب,المهيدب,كلية التربية,أستاذ,nljbr@example.net
I8542,معين,آل علي,كلية الزراعة,محاضر,ndhyr04@example.com
I8543,صائب,المهيدب,كلية التربية,محاضر,mzhrhnbwly@example.net
I8544,طيّب,آل العسكري,كلية الصيدلة,أستاذ مساعد,al-rfynmn@example.com
I8545,رائد,الخرافي,كلية التربية,أستاذ مساعد,dbqshn@example.org
I8546,عربي,الحجار,كلية الزراعة,أستاذ مساعد,swd61@example.net
I8547,واصل,آل عطفة,كلية الصيدلة,أستاذ,bd-lbry57@example.org
I8548,إلينا,آل علي,كلية التربية,أستاذ,lhjrjll@example.net
I8549,رجاء,آل عواض,كلية التربية,أستاذ,bn-ldnbd-lgny@example.net
I8550,لانا,الحكير,كلية الصيدلة,أستاذ,llynsmy@example.com
I8551,مُسعف,الحكير,كلية الزراعة,أستاذ مساعد,lmhydbjn@example.net
I8552,فوّاز,المهيدب,كلية التربية,أستاذ مساعد,smbn-ldn@example.net
I8553,نورس,المهيدب,كلية الزراعة,أستاذ,khyrylmgwl@example.com
I8554,نبهان,آل بن ظافر,كلية الهندسة,محاضر,wdwdal-ly@example.org
I8555,روفيدا,آل حسين,كلية الزراعة,محاضر,vlhjr@example.org
I8556,مُخيمر,الحجار,كلية الزراعة,أستاذ مساعد,val-tf@example.org
I8557,تمام,كانو,كلية الزراعة,محاضر,sdwhal-sfwn@example.com
I8558,ميار,أبو داوود,كلية التربية,أستاذ مساعد,knwrgb@example.org
I8559,شادي,بقشان,كلية التربية,أستاذ,hythm63@example.net
I8560,مصعب,كانو,كلية الزراعة,أستاذ مساعد,shbybbqshn@example.com
I8561,زياد,حنبولي,كلية الصيدلة,أستاذ مساعد,wryd38@example.net
I8562,حنفي,آل سلطان,كلية الزراعة,أستاذ مساعد,bqshnmajdy@example.net
I8563,عاطف,الحجار,كلية الصيدلة,أستاذ,al-rfybd-lrwhmn@example.com
I8564,راوي,آل صفوان,كلية الصيدلة,أستاذ مساعد,shhyral-mqt@example.net
I8565,نجيب,آل جعفر,كلية الزراعة,أستاذ,slmlmhydb@example.com
I8566,مُعتز,آل حسين,كلية التربية,محاضر,hjr45@example.net
I8567,ضياء,آل سعود,كلية الصيدلة,محاضر,nfdhlqyl@example.net
I8568,هيكل,العجلان,كلية الصيدلة,محاضر,nbyhlhkyr@example.net
I8569,عبد الرّحيم,الحكير,كلية الزراعة,محاضر,fwdal-lshykh@example.net
I8570,ضرغام,كانو,كلية الصيدلة,أستاذ,gshrbtly@example.net
I8571,داوود,الراشد,كلية الهندسة,أستاذ مساعد,al-lshykhsmwh@example.org
I8572,فخر,آل عواض,كلية الصيدلة,أستاذ,al-lyhydy@example.org
I8573,أناهيد,آل خضير,كلية الزراعة,محاضر,lmshwlryys@example.com
I8574,رافع,آل الشيخ,كلية الهندسة,محاضر,skhral-yd@example.com
I8575,شافع,آل جعفر,كلية التربية,محاضر,ljbrslh@example.net
I8576,ثابت,حنبولي,كلية الزراعة,محاضر,jbrbn-ldn@example.com
I8577,سهل,الحجار,كلية الصيدلة,أستاذ مساعد,nfsyl@example.org
I8578,عبد القدّوس,آل الشيخ,كلية الصيدلة,محاضر,slfb-lkhyl@example.org
I8579,ثابت,المهنا,كلية الصيدلة,أستاذ,blsm52@example.com
I8580,طائف,الحجار,كلية الصيدلة,أستاذ مساعد,dal-bn-zfr@example.com
I8581,معزّ,الحكير,كلية الهندسة,أستاذ,slh64@example.com
I8582,فرزدق,الشايع,كلية الصيدلة,أستاذ مساعد,mshrf61@example.net
I8583,عاصم,المهنا,كلية الهندسة,أستاذ مساعد,al-swdfdyy@example.net
I8584,جيلان,الحجار,كلية الصيدلة,محاضر,mwnslmhn@example.com
I8585,يوسف,كانو,كلية الصيدلة,أستاذ,al-tfmwmn@example.net
I8586,ضياء الدّين,بن لادن,كلية الهندسة,محاضر,lrshdfdl@example.com
I8587,وائل,آل مقطة,كلية الزراعة,محاضر,al-qsyrmutb@example.net
I8588,ريف,آل بن لافي,كلية الصيدلة,أستاذ مساعد,al-jfrhsyn@example.com
I8589,هايل,آل حسين,كلية التربية,محاضر,bw-dwwdhkym@example.org
I8590,عمّار,آل العسكري,كلية الصيدلة,محاضر,st39@example.net
I8591,طريف,آل حسين,كلية الزراعة,أستاذ مساعد,al-tfbd-lrwzq@example.net
I8592,بنان,الخرافي,كلية الصيدلة,أستاذ,ltwf00@example.org
I8593,رابح,بن لادن,كلية الزراعة,أستاذ,srhnbw-dwwd@example.org
I8594,كمال,آل سلطان,كلية الهندسة,محاضر,hll01@example.com
I8595,ضاحي,بقشان,كلية التربية,محاضر,mjdbqshn@example.net
I8596,ضاحي,أبا الخيل,كلية الهندسة,أستاذ,fd48@example.com
